ID,Tweets,User,Location,Follower Count,Following Count,Number of Tweets,Account Created Date,Account Description,Verified,Favourites Count,Date,Subjectivity,Polarity
1284944413743931392,“Defund the police” means so much more than just not funding the police.   I hate that the struggle to reform the police and how money is used within the department has been drowned down to a simple phrase of “defund the police”.  #DefundThePolice #reform,GariatricB,"La Grande, OR",1,28,42,2020-07-08 22:45:46.000000,Things and Such🧐 hopefully it’s interesting 🤷‍♂️,False,36,2020-07-19 21:12:23.404712,0.4292063492063492,-0.11111111111111112
1284944320072646658,Defund the police initiatives across #Canada! Canadians want to fund the police! We do not accept #DefundThePolice   https://t.co/mLjUYYP40E,StayFierce1973,,94,79,4589,2018-02-11 15:21:28.000000,,False,2968,2020-07-19 21:12:23.404712,0.0,0.0
1284944309767278592,So hows that whole #DefundThePolice thing workin for yall?? https://t.co/yNi0Lp6x07,KellyBella77,USA,2073,3302,5819,2012-04-13 05:19:35.000000,Hear that? It's the growl of a sleeping beast that is #Reawakening. We will NOT be silenced. We will NOT go quietly into that good night. #TheStormIsHere,False,9114,2020-07-19 21:12:23.405708,0.4,0.2
1284944301269516294,"Had a fantasy baseball draft this morning (yay normal simple pleasures!), i felt compelled to change my team name from Toe Knee Arm Ass to the Violent Anarchist. Thanks for the inspo @DHS_Wolf 😘 #portlandprotest #blm #DefundThePolice",titoblanco,"Portland, OR",113,483,952,2008-06-22 22:44:13.000000,"Sports, Live Music, Racial and Social Justice",False,532,2020-07-19 21:12:23.405708,0.5517857142857143,-0.1125
1284944204754554880,#Electoral concerns: #BlackLivesMatter 🙌  #SocialJustice 👌 #ClimateChange 🌏 #UBI 👍 #4DayWorkWeek👍 #EnvironmentalJustice 👍 #DEFUNDTHEPOLICE 👍 #DEFUNDBILLIONAIRES 👍 I want to live in a socially and environmentally #progressive #Canada. —&gt;@dimitrilascaris 09.26.20 #Vote,MammaOceania,"Toronto, Ontario, Canada",950,5001,10013,2015-03-19 20:32:34.000000,"Mamma Oceania Handmade Soap. Fragrance-free, perfume-free, dye free. Made in Toronto, Ontario, Canada. Mermaid Approved Clean!",False,17351,2020-07-19 21:12:23.405708,0.2833333333333333,0.08484848484848484
1284944159829372933,@ATXPOA @KUT The whole dam thing. Defund it all including the union. #DefundThePolice,chango_mexi,"Texas, USA",34,587,292,2014-04-22 14:20:06.000000,opinions are my own. 🇲🇽#decolonize,False,1315,2020-07-19 21:12:23.406708,0.4,0.2
1284944136722767872,Lawmakers may revisit police misconduct investigation bill. #DefundThePolice. #DefundTheGovernment.  https://t.co/c5YNvbDjKR,GOPareHaters,Las Vegas,10057,10695,18625,2016-11-10 21:33:25.000000,"""A lie told often enough becomes the truth""-Lenin. Stronger Together! ABOLISH electoral college. #DefundThePolice #Resist #NotMyPresident #UniteBlue #FBR",False,12634,2020-07-19 21:12:23.406708,0.0,0.0
1284943985228865536,"@realDonaldTrump here is a cartoon to explain things to you. This may help you understand, ask one of your aides to read the bigger words. #DefundThePolice https://t.co/7xtKqEW3o6",FayeAdrienne,United States,523,1749,4681,2014-10-26 06:50:27.000000,"Activist. Writer. Comedian. No, I'm not telling you a joke.",False,7258,2020-07-19 21:12:23.406708,0.5,0.0
1284943852302790656,Imagine sleeping with your head at the toilet with three other people in a cell designed for 1.  Overcrowding in Canada's Penal System.  https://t.co/jtcStdJvE2  #overcrowding #covid #COVID19 #cdnpoli #onpoli #ontario #kenora #tbay #thunderbay #justicereform #DefundThePolice #blm,LandedKing,"Ontario, Canada",3303,4991,5510,2019-09-06 20:58:27.000000,Modern Abolitionist. Lysander Spooner’s unwashed son. I retired at 25 🏝. Subscribe on Youtube for Mentoring on Canadian Law and Real Estate,False,4924,2020-07-19 21:12:23.406708,0.1875,-0.07916666666666666
1284943773131251713,"A dozen people shot in Illinois, yet Democrats want to #DefundThePolice ? It’s the same story over and over, year after year in Democratic Run cities! It’s time to #DefundDemocrats , DISAVOW their Agenda that makes every neighborhood less safe. VOTE their asses out! https://t.co/bCAuqhJcvk",MiddleClazzMom,IVotedObamaAndIDidntLikeIt,16640,17189,251966,2015-09-17 11:41:07.000000,#MiddleClassWife#Mom#CollegeGrad #FreedomOverTyranny #PrayerMatters #SupportOurVetsCops ✝✡ #Obama/TrumpVoter #MAGA #DaughterOfNavyVet Parler:MiddleClazzMom2020,False,126788,2020-07-19 21:12:23.407734,0.23055555555555554,0.1527777777777778
1284943572895072257,@mollylambert Expropriate 4 parkland #WilshireCountryClub . End @MayorOfLA &amp; @SteveSoboroff racist hotel boosterism &amp; confiscate publicly subsidized luxury hotels @InterConLA @JWLALIVE Marriott @RitzCarlton LA Live &amp; @hotelindigodtla 4 housing.  #DefundThePolice #PeoplesBudgetLA #NoVacancyCA https://t.co/rbxzYzybXm,PeppeyRobert,"East Los Angeles, CA",185,828,4758,2020-03-26 12:53:16.000000,Supporter of acquisition & conversion 2 social housing of DTLA luxury hotels that benefited from public subsidies of Garcetti regimes hotel boosterism.,False,2219,2020-07-19 21:12:23.407734,0.2833333333333333,0.06818181818181818
1284943344544645127,"i haven't been seeing my timeline flooded with #defundthepolice protests lately, except for portland. good ol' portland.  cowards in office not doing shit: the problem is the unions protect the bad police :( portland: ok we will set the union on fire :) https://t.co/44T9SoYi5I",randileeharper,"Portland, OR",19542,758,143196,2008-02-23 07:27:19.000000,"help, my computer is on fire and i think it is the BLOCK CHAIN and i need a man to fix it",True,73801,2020-07-19 21:12:23.407734,0.738095238095238,-0.03571428571428571
1284943133722251273,@SeriousSam26 @JuniusMarat @eshaLegal If he supports #MedicareForAll  #DefundthePolice and  #DefundthePentagon I'll vote for him.,joinedthisday,,1246,1208,35626,2011-04-13 15:29:41.000000,Education | Democracy | Responsibility | GreenCircularEconomy | PublicBanking | GlobalCitizen | GrannyMadeMeAnAnarchist | Syndicalist | Socialist | Worker |,False,46730,2020-07-19 21:12:23.407734,0.0,0.0
1284942877869649920,"""We say #DefundThePolice and #DefundDepOfCorrections because they work in tandem. The rise of mass incarceration occurred alongside the rise of militarized and mass policing. They must be abolished as a system."" BLM Chicago, 6/13/20. https://t.co/rvDUCl7muW",usmade1001,South Carolina,15387,16824,75920,2019-04-16 17:31:15.000000,"✝️Sinner-forgiven, married, President TRUMP Patriot, US Navy Brat, Pro-Israel, Pro-Life, Pro-Cops, Animal Activist, WWG1WGA! TWiTTER closed usmade100 w/17K MAGA",False,73016,2020-07-19 21:12:23.749118,0.0,0.0
1284942358895788033,"But #defundthepolice, right? We've had more murders in half a year than we had in 2019. https://t.co/X8bA74BI2C",fiacresgirl,,625,366,32530,2014-12-15 21:11:56.000000,"Disavow this clown world. I do NOT consent.  Repent, and move forward with a loving heart.",False,67033,2020-07-19 21:12:23.749118,0.40079365079365076,0.20634920634920637
1284942094000365569,#DefundPolice #defundthepolice   Artist website: https://t.co/Wn6rz0g6RI https://t.co/1qxT1SPsps,soonattgee,in the land of milk and honey,552,919,40286,2009-08-24 08:30:09.000000,27. Canadian. Friendly black hottie. Beauty blogger. Black Lives Matter. Email me at: contact.nattgee@gmail.com,False,31698,2020-07-19 21:12:23.750116,0.0,0.0
1284941707746959362,Out of Chicago #Defundthepolice #BlackLivesMattter https://t.co/68rMEc3Bl5,Melohello,Shalimar ,1422,4206,35915,2008-03-10 19:34:12.000000,INTJ-T. Writer. Sadity bih. Ill case of wanderlust. Oxtail enthusiast. Exhausted journalist on hiatus. Gulf Coast Mississippi roots. SΦS,False,31627,2020-07-19 21:12:23.750116,0.0,0.0
1284941175229526016,Racists be thinking all black folk are violent because of the actions of a few but just absolutely can’t fathom why people would think all cops are bad because of the actions of a few. Fuck you! There’s no common sense when there’s hatred. #DefundThePolice,maelingbaejing,,577,242,20993,2016-07-05 22:12:04.000000,22 | moody cancer | ermias 4 ever🏁,False,22307,2020-07-19 21:12:23.750116,0.5375000000000001,-0.2770833333333333
1284940956647608320,"Since there’s a lot of you who really don’t know what #DefundThePolice actually means, and refuse to study it in full detail, here it is explained in literally THE👏🏾MOST👏🏾SIMPLIFIED👏🏾WAY👏🏾POSSIBLE.👏🏾  Pay attention. https://t.co/ooT5J8l7vB",JayPBrown365,"Los Angeles, CA",581,961,3968,2012-04-17 08:50:43.000000,"Funny Ninja, Fit Stoner, Bionic Ape. #ValleyComics #VC #Comedian #Gamer #Actor",False,1963,2020-07-19 21:12:23.750116,0.2833333333333334,0.18333333333333335
1284940304055799808,@chgroenhuijsen I wonder why... #defundthepolice #theleft,Mawufeasi,"Los Angeles, CA",862,893,50244,2010-10-13 04:52:45.000000,Born in Ghana. Since 32 years Proud citizen 🇺🇸. 22 years married with the most beautiful Dutch Surinam girl ever. Conservative Libertarian. #TRUMP2020👍🏾,False,58422,2020-07-19 21:12:23.751155,0.0,0.0
1284940077962080258,Fuck the police. #ACAB #DefundThePolice #BlueLivesMurder https://t.co/XV3mF7kOfK,ALinguists,Canada,261,887,12280,2019-11-21 21:10:18.000000,Anti-Colonialist Action✊🏽  Pro-Introspection🙏🏽  Antifascism👊🏽 #Labour #Solidarity #NoWar 'cept #ClassWar #WetsuwetenStrong #LandBack /Satire/ /ALLEGEDLY/,False,20158,2020-07-19 21:12:23.751155,0.6,-0.4
1284939436313186313,And kidnapping. #defundthepolice https://t.co/I1qvIClguj,fronythetank,"Middletown, RI",25,130,244,2019-01-22 02:19:45.000000,"First gen college graduate raised by single mother. College counselor. Boarding school educator. Public school educated. Social justice, anti-racist promoter.",False,1170,2020-07-19 21:12:23.751155,0.0,0.0
1284939046561742849,Everyone is shouting #DefundThePolice because they don’t do their jobs well...so I’m starting a new one. #DefundTheWeatherChannel,ctucker698,,235,248,1974,2013-10-12 11:34:06.000000,Intern at BSFBC & Two Twelve Student Ministry | Drummer for Parris Bridge,False,3175,2020-07-19 21:12:23.751155,0.2772727272727273,0.06818181818181818
1284938507622858752,"Loans, direct funding, money right in people's hands to do the shit they want to build their lives.. not welfare bureaucracies. If you are serious.. you don't replace the Gun Police with the Paper Police.   #BlackLivesMatter  #DefundThePolice",BlackjediNow,Serve The Needy,2764,2418,27844,2014-04-06 02:04:20.000000,,False,29846,2020-07-19 21:12:23.752142,0.6005952380952381,-0.03690476190476191
