ID,Tweets,User,Location,Follower Count,Following Count,Number of Tweets,Account Created Date,Account Description,Verified,Favourites Count,Date,Subjectivity,Polarity
1284957466011168768,Made a PPB outfit in #AnimalCrossingNewHorizions #portlandprotest #PDXprotests @PortlandPolice https://t.co/rhOAPthby5,begoniacloak,,4,44,61,2020-02-20 23:12:11.000000,"freedom, equality, fraternity",False,23,2020-07-19 21:24:18.930793,0.0,0.0
1284956583621885952,Hey @LindseyPSmith7 you've made international news♡ #TheGuardian spoke with on the ground Portlanders fighting for justice and equality in our city.  @JuniperLSimonis &amp; countless others have endured a lot. I hope you read their story on #PortlandProtest  https://t.co/3BjPBSSQ6C,Eden73042153,,15,209,468,2019-10-21 00:38:10.000000,"Peace is a day-to-day problem, the product of a multitude of events and judgments. Peace is not an 'is,' it is a 'becoming.' - Haile Selassie",False,1994,2020-07-19 21:24:18.930793,0.25,0.0
1284956517406392320,@harv056 @baseballcrank Sorry? #portlandprotest has been going every night for 53 days and has only gotten bigger,Breadslatte,Denver,13,39,349,2010-06-13 14:47:51.000000,Aerospace Quality Inspector and Amateur Minecraft Youtuber. We/us (jk he/him),False,71,2020-07-19 21:24:18.931793,0.8333333333333334,-0.16666666666666666
1284956346400387073,If anyone is wondering how untrained these DHS and PPB police are. Here's a safety data sheet from the 40mm scat shells they were shooting at us.  It specifically says do not directly fire at personnel.  #Portland  #portlandprotest  #DHS #BLM #ACAB https://t.co/pMMphjcgXW,Mali_Senpai,,10,15,68,2020-06-03 08:48:59.000000,US Navy Veteran. Stand up for what is right and let your voices be heard.,False,37,2020-07-19 21:24:18.931793,0.4,-0.05
1284955718022500352,Trump says he may Not Accept the Election Result after this fall's election If He Loses #RacistInChief #TrumpTraitor #TrumpTraitor #AmericaOrTrump #TrumpTaxReturns #GestapoTrump #PortlandProtest #TrumpFailsAmerica #TrumpIsALaughingStock #TrumpIsLosing   https://t.co/jELU53O9wS,Abdnys,New York ,5421,4858,12965,2018-03-24 02:27:47.000000,"Dad, Citizen ,#neverTrump #BlackLivesMatters #Resist #FBR #BlueWave #WTP2020 #resister #ImWithJoe #joeBiden @Abdnys #AmericaOrTrump #EndTheNightmare",False,35408,2020-07-19 21:24:18.931793,0.1,-0.3
1284955155608166400,Yesterday #PortlandProtest Day 51. #NoJusticeNoPeace https://t.co/WoBPbuuuOh,Phoenixtl,,1621,1536,8046,2009-04-17 04:42:25.000000,"Music, Dance, Writing. Cats, Wild Cats, Orcas   #MedicareForAll #DemExit 2016 #GeneralStrike  Joe Biden is unfit for office. I won't vote for him. Or Trump.",False,7809,2020-07-19 21:24:18.931793,0.0,0.0
1284955081205362688,"One of the many many bull rushes from last night. Wish I’d taken a clip. Thanks, ⁦@TeebsGaming⁩ for letting those of us watch who can’t partake. #portlandprotest #BlackLivesMatter #streamtherevolution https://t.co/DTd3Yxf38m",chelzzzp,"Oregon, USA",139,367,3289,2019-11-14 10:32:16.000000,"Wear a mask, Karen! Faaaar left. Bi/Pan gal. She/her. 🌹🏳️‍🌈",False,12541,2020-07-19 21:24:18.932793,0.31666666666666665,0.3
1284955065501900801,Portland / world please let this happen!  #PDXprotest #portland #PortlandProtest #pdx #PortlandKidnappings https://t.co/L4GL47vkpJ,emilyturnbll,,47,58,1188,2015-03-14 17:52:42.000000,,False,904,2020-07-19 21:24:18.932793,0.0,0.0
1284954817563996160,@MrAndyNgo These criminal Trantifas will have a hard time finding work but they love being jobless #portlandprotest,antiworkshy,Seattle / Boston ,30,98,1942,2020-06-01 18:56:32.000000,Violent Capitalist.,False,193,2020-07-19 21:24:18.932793,0.563888888888889,-0.06388888888888888
1284954763964997633,Oregon City Officials File Lawsuit against United States Department of Homeland Security. Call Trump a “dictator” who’s antics are a “campaign-motivated abuse of power.” #Oregon #OregonProtest #Portland #PortlandProtest #PortlandRiot   https://t.co/Qyfjk12ueE,TheMyadasTouch,,489,470,117,2019-08-05 01:56:10.000000,Media with equitable and positive representation of marginalized individuals in mind. #RepresentationMatters #WeDoNewsBetter,False,413,2020-07-19 21:24:18.932793,0.0,0.0
1284954493809946624,#portlandprotesrs #PortlandProtest  #portland  1. Charge your cells 2. Learn your rights - visit @ACLU  3. Wear protective eye glasses from @Lowes  4. Bring a first aide kit 5. Pad yourself well; get creative  6. Wear good running shoes &amp; knee pads 7. Research how to protect self https://t.co/dKlUSYE5m4,FourDaDolphins,USA,556,1545,13124,2014-01-25 02:16:20.000000,"Tweeting for environmental issues, social justice, animals rights & democracy! Vote country not party! Vote with your wallet! #Blacklivesmatter #Biden2020",False,3846,2020-07-19 21:24:19.290483,0.6444444444444445,0.48333333333333334
1284954284304461824,"@PDXzane Isn't this what the protesting started for? POLICE BRUTALITY? And this guy is assaulting someone with a baton, WTF @POTUS  Tell your goon thugs to #GoHome &amp; stop using #portlandprotest to DEFLECT from your ongoing FAILURES &amp; political theatrics.",KLoYo77,Oregon,829,2931,28450,2008-07-25 06:11:41.000000,☆Live a Life of Honor☆Integrity☆Respect☆Courage☆ Life req.'s us to #OwnIt.  #DumpTrump2020 #Biden2020 #TEAMMikeLopez #TEAMUp4aCURE  RT's are not a endorsement.,False,33454,2020-07-19 21:24:19.291508,0.55,-0.25
1284953528805609478,This is an example of an idiot in the wild . Please be aware . #PortlandProtests #portlandprotest #freedom https://t.co/iqwXNyGaVD,the_tjeff,,8,26,265,2014-01-30 06:53:27.000000,,False,59,2020-07-19 21:24:19.291508,0.4833333333333334,-0.15000000000000002
1284953285603012610,Fight like a mother ❤️ #BLM #PortlandProtest https://t.co/UKZNGYbmBr,GurgelSegrillo,Ireland / UK / Brazil,1386,1558,6328,2011-12-13 15:11:36.000000,Brazilian-Irish artist designer maker @DCCoI facilitator @ArtParkCork founder MA Design @CSM_news Creating #wallART & #wearableART #Cork🚶🚲 https://t.co/4aIpgBtPtT,False,25501,2020-07-19 21:24:19.292484,0.0,0.0
1284953239104794625,The man of steel at #portlandprotest last night is certified bad ass  #BlackLivesMatter   Defund the hyper-violent police   #DefundPolice #DefundThePolice  #SeattleProtest    He's reping the US Navy pretty good rn. Hope he heals up well ✊ https://t.co/gDBsIIvzvA,LostBoizz,US West,485,3403,5014,2011-04-11 01:15:51.000000,Human Rights,False,11806,2020-07-19 21:24:19.292484,0.5833333333333334,0.06250000000000003
1284953214060617728,Trump unleashes federal troops on Portland moms #PortlandProtest https://t.co/lSL0cOxyQq,twitticolor,,103,967,58145,2012-10-17 06:03:35.000000,"Vivid, Lifelike Tweets",False,14173,2020-07-19 21:24:19.293502,0.0,0.0
1284952761986101248,(In the Case of) United States v. Celebrities *for the ones who don’t give af about covid-19 or blm*  ✨my spoken word poem✨ #blm #ACAB #protesters #JusticeStillPending #PortlandProtest #PandemicPoems #poem #PoetsTwitter #poetrycommunity #Poetry_Planet #POEMS #poetryforachange https://t.co/BH4Q5nsgH8,alanaedajohnson,,9,112,436,2019-11-29 19:04:24.000000,Content Creator•Opera Singer•Writer•Aspiring Actor,False,2288,2020-07-19 21:24:19.293502,0.0,0.0
1284952558780309505,FeDRal TrOOps NeED to LEavE. TruMp IS FaSCist. #GeSTAPo #PortlandRIOT #PortlandProtest   https://t.co/XFxAak8DRg,KEK_of_PDX,Stranger in a strange Portland,133,264,8747,2017-07-25 00:15:24.000000,🇺🇲🇲🇽 Pronouns: unimportant. #SayNoToExtremists #GreenLivesMatter #StandAgainstHate,False,13679,2020-07-19 21:24:19.293502,0.0,0.0
1284951873770991618,These fascist acts by @realDonaldTrump will backfire as more folks start standing up for their rights. And HELL YES to the moms in #Portland! #PortlandProtests  #PortlandProtest https://t.co/pks8HyK6o6,LChristianer,"Yacolt, WA",218,239,6184,2015-06-07 16:29:08.000000,I don't fight fascists because I'll win. I fight fascists because they're fascists. (CHRIS HEDGES),False,6043,2020-07-19 21:24:19.293502,0.5,0.625
1284951607730475011,This old man is a FUCKING CHAMP 💯 stands like a rock #PortlandProtest #PortlandKidnappings #PortlandGestapo https://t.co/Ef1TS1oukg,2cents4change,America,749,187,203103,2011-11-04 16:43:06.000000,Single mom of Autistic boy & ADHD girl - rude language not tolerated-Trumps not my President-White Pwr Groups r domestic terrorists- Antifa need 2 quit violence,False,183947,2020-07-19 21:24:19.294483,0.5,-0.25
1284951114593468420,What is happening in #Portland? #US #police are the new #terrorists everyone needs to know about the #PortlandProtest,kiara_pas,United Arab Emirates,4,30,22,2016-01-08 09:50:08.000000,,False,3,2020-07-19 21:24:19.295015,0.45454545454545453,0.13636363636363635
1284950989091594240,This is the mayor of Portland. He supports terrorism. He is o.k. with his city being burned. He sides with Antifa. He is mad because @realDonaldTrump has to do his job. #PortlandProtest  #PortlandKidnappings https://t.co/oejfngltGg,Henleythesavior,United States,480,828,1325,2020-03-01 13:57:55.000000,laughing my way through this comedy called life #YOUAINTBLACK #WWG1WGA 🇺🇲 #KAG,False,234,2020-07-19 21:24:19.295514,1.0,-0.625
1284950624539414534,Look at the lighting. Donald Trump sent in this illegal paramilitary force so his campaign could get some good images and video footage to use to scare white suburban voters.  #PortlandProtest #TrumpThreatensAmerica #TrumpsGestapo https://t.co/NQRnr76poB,andmtrmc15,,20,126,1027,2015-09-28 18:43:01.000000,"Hey there! Not too much to see here. I use Twitter to check out what you all are saying about life, politics, and sports.",False,14616,2020-07-19 21:24:19.296014,0.275,0.04999999999999999
1284950263934193667,Portland Protesters Set a Police Building on Fire https://t.co/d6gBWhRFKB via @YouTube #PortlandProtest,MzKittah,United States,1443,1221,18363,2016-09-25 13:46:57.000000,"#WWG1WGA #MAGA202 #TrumpSupporter, #GodBless #FreeSpeech, #Freedom, #Constitutionalinist #ColorblindMeritocracy #DemocraticRepublic. #LAW&ORDER 🇺🇸",False,43773,2020-07-19 21:24:19.296014,0.0,0.0
1284950197353709569,“Direct threat to democracy” as POTUS Orange Menace deploys more troops to #PortlandProtest https://t.co/Cv4a2F3Tn7,geordie_obrien,"Albany, New York",34,459,323,2020-07-13 04:22:36.000000,Irish-Mohawk anarcha-feminist queer as fuck anti-racist prison abolitionist revolutionary (s/he) #BLM #SayHerName  #DefundPolice #WhiteFragility #AbolishPrisons,False,1002,2020-07-19 21:24:19.296514,0.45,0.3
1284949930159812609,Amen  #Portland  #PortlandProtest https://t.co/vtf47WXEZf,LChristianer,"Yacolt, WA",218,239,6184,2015-06-07 16:29:08.000000,I don't fight fascists because I'll win. I fight fascists because they're fascists. (CHRIS HEDGES),False,6043,2020-07-19 21:24:19.652599,0.0,0.0
1284949858525356034,@thehill Another son and more projection. #BountyGate #COVIDー19 #TrumpIsUnwell #PortlandProtest #CognitiveTest is very hard.,iamromieb,,2203,2726,16872,2016-08-11 11:31:24.000000,Information Technology - Intelligence Analyst - Dad of OEF Army Vet - Son of Vietnam USAF Vet - Brother of Army Vet  #BlackLivesMatter,False,8623,2020-07-19 21:24:19.652599,0.6020833333333333,0.060416666666666646
1284949803571523594,Should @realDonaldTrump really be talking about other people’s “mistakes”?! #VoteBlueToSaveAmerica2020 #PortlandProtest,ricklbarton,"Manhattan, NY",22,110,161,2012-02-19 15:26:30.000000,"Design and architecture junkie. Loves the city, but is a country boy at heart. Values love, truth and humor!",False,277,2020-07-19 21:24:19.653603,0.2875,0.021875000000000006
1284949534314041344,This is a nightmare. This is illegal. This is Donald Trump's America.  #PortlandProtest #TrumpStormTroopers https://t.co/NQRnr76poB,andmtrmc15,,20,126,1027,2015-09-28 18:43:01.000000,"Hey there! Not too much to see here. I use Twitter to check out what you all are saying about life, politics, and sports.",False,14616,2020-07-19 21:24:19.653603,0.5,-0.5
1284949234907664384,@realDonaldTrump is the first President in our history to have his private Army attack American citizens in an American city. #PortlandKidnappings  #PortlandProtest,ATHEIST_ATEO,SW Oregon,1080,1992,26777,2020-02-26 01:07:05.000000,#stayhome #writer #resistor #atheist #lgbtq #animallover  #fortheruleoflaw #cannabis #humanrights  #blacklivesmatter #JoeBiden2020,False,4643,2020-07-19 21:24:19.653603,0.17708333333333331,0.0625
1284949212057210880,@BernardKerik @DHSgov @TheJusticeDept @FBI @USMarshalsHQ https://t.co/CkaQKsnyV4  Enemy combatants. #AntifaTerrorists #CCP funded #SorosFundedRiots #timesup #nbc #PortlandProtest   Remember this? #QAnon   #kavanaugh   👇,rsb1717,North Dakota Oilfield,3317,4844,16676,2017-05-11 00:34:18.000000,#MAGA 🇺🇸 #WWG1WGA #QAnon #GreatAwakening #QArmy  https://t.co/DJECw2DBO4 https://t.co/NDJcI6bqdd… ⬆️⬆️⬆️ President Trump proclaiming war against the cabal,False,2637,2020-07-19 21:24:19.654599,0.0,0.0
1284948891474055174,HAPPENING NOW &gt;&gt;&gt;   DAGA Co-Chair Oregon AG @EllenRosenblum joins @NBCJoshua to talk about the *lawsuit* she filed against Trump’s DHS for sending in unmarked &amp; armed CBP officials. #PortlandProtest https://t.co/tpSIccHHFz,bjrich_,PNW → PA → DC,2080,1203,57983,2012-10-07 02:59:22.000000,National Press Secretary @DemocraticAGs▪️Alum: @GSPMgwu & @willamette_u▪️Seattle Sports▪️@JoslinSchultz’s lesser half▪️he/him▪️tweets = mine,True,211260,2020-07-19 21:24:19.654599,0.0,0.0
1284948729993334784,"It is an unfortunate that the people who are bullied by its own government, want larger government. #PortlandProtest #Socialism",TheModernJeffe1,,9,151,7,2020-07-19 18:18:15.000000,Anti-Authoritarian / Libertarian| Free Thinking| Most Importantly American,False,1,2020-07-19 21:24:19.654599,0.8333333333333334,0.033333333333333326
1284948552129613826,"@senatemajldr You do realize that DHS is violating the Constitution, though? The 4th and 5th Amendment still apply. PLEASE INVESTIGATE SINCERELY and protect the people of Portland and our Constitution.  #PortlandProtest #concernedrepublican",karen_dawkins,"Raleigh, NC",7239,5420,57408,2011-08-23 18:19:18.000000,"Sharing ideas and inspiration to enjoy #midlife, from #relationships with family and friends to #selfcare, #recipes, #DIY and #travel.",False,3790,2020-07-19 21:24:19.654599,0.5,0.5
1284948488485326852,"Thank you @Tazerface16 for your willingness to stand up to 45’s goon squad and take a beating without even flinching. You sir, are a badass and a true Patriot!!! #PortlandProtest #Gestapo #goodtrouble https://t.co/BVeeLzw2ZK",Dave_Yarema,,10,128,146,2012-08-07 14:22:18.000000,,False,53,2020-07-19 21:24:19.655599,0.65,0.68359375
1284948251641294849,@realDonaldTrump Did they ask for help? Because it seems like they don’t want you there any more than the protesters do. You did nothing but reignite hate and violence. Shame on you. #TrumpThreatensAmerica #TrumpFailsAmerica #PortlandProtest #TrumpGestapo,blakeontheriver,United States,167,785,2947,2007-08-26 22:10:34.000000,"I'm a photographer, geek, explorer, and artist. Creativity and art of many flavors keeps me engaged.",False,5621,2020-07-19 21:24:19.655599,0.7,-0.15000000000000002
1284947867216551937,"These threads from locals are the eyes and ears to which we should all be focused.  Thank you, Lindsey!  Stay safe!  #PortlandProtest https://t.co/LiRpAdmTTj",Vulcans_resist,Starship Enterprise,724,640,10050,2018-03-26 18:09:37.000000,"Pissed off military wife- Mrs. Mustang. MO voter.  #Resistance, we have a job this yr.  #JoeBiden2020 #VoteBlueNoMatterWho  lists=🚫  commentary (not a vulcan)",False,19792,2020-07-19 21:24:19.655599,0.5,0.625
1284947864272154627,50 days of protest onPortland #PortlandProtest https://t.co/gdhckEdP1I,geordie_obrien,"Albany, New York",34,459,323,2020-07-13 04:22:36.000000,Irish-Mohawk anarcha-feminist queer as fuck anti-racist prison abolitionist revolutionary (s/he) #BLM #SayHerName  #DefundPolice #WhiteFragility #AbolishPrisons,False,1002,2020-07-19 21:24:19.655599,0.0,0.0
1284947769464152064,US attorney calls for investigation into unmarked federal agents arresting protestors in Oregon — @thehill #PortlandProtest  https://t.co/uWH4qyxgOw,EvidentPolitics,"Ohio, USA",77,119,1690,2020-02-28 18:54:09.000000,A Republican working hard to get Donald Trump out of office — RT’s ≠ endorsement — THINK FREELY #RepublicansAgainstTrump 🇺🇸,False,1434,2020-07-19 21:24:19.656606,0.0,0.0
1284947768709128195,#PDXprotest #PortlandProtest  This is everything Portland right now. ✊🖤❤️ https://t.co/5FUc6CBRRF,jjake61,"Minneapolis, Minnesota",1030,1320,15537,2008-11-27 02:54:17.000000,"Traveler- even if I can only manage it thru books, movies, music and dreams, mom, high school teacher and B(T)(K)ollywood fan. Love camping & my dogs.",False,2547,2020-07-19 21:24:20.027253,0.5357142857142857,0.2857142857142857
1284947692834238467,Are they also against saving their city so their children have somewhere safe to grow up? Because it appears they prefer Antifa terrorists over #Police !  Dumb runs deep in Portland!  #PortlandProtest #PortlandMoms #FoxNews #CNN @oann https://t.co/SMa0Ed3usp,redbird1031,,57,51,4850,2019-11-23 15:54:37.000000,"Patriot, plain and simple!",False,2127,2020-07-19 21:24:20.028243,0.4666666666666666,0.08333333333333333
1284947553562300421,"All the #Portland wailing and moaning about rioter's ""rights"" &amp; ""mistreatment"" ring hollow when confronted with THIS! This is what a REAL POLITICAL KIDNAPPING looks like, you #Marxist Marshmallows. #PortlandProtest https://t.co/lo30qVJLKp",kathy2trips,Naturalized Texan/Roots in MI,7482,8085,45231,2008-09-08 02:25:31.000000,"#MAGA2020🌹 #WomenForTrump  #Writer #AllLivesMatter #BackTheBlue. #Animals Kiss Me, I'm #Polish 🇵🇱 #Italian 🇮🇹 #Greek 🇬🇷 American  🇺🇸",False,19081,2020-07-19 21:24:20.028243,0.1,-0.0625
1284947549808472064,This thread is unbelievable #PortlandProtest #BLM #MomsAgainstFascism https://t.co/xMSNz0SlI9,redactednerd,"Ross-on-Wye, England",11373,12502,9487,2016-09-05 09:47:40.000000,Teaching Assistant studying Maths and Physics #ActuallyAutistic #Socialist #Resist 🎪🕷️,False,57139,2020-07-19 21:24:20.028243,1.0,-0.25
1284947539779878913,“Peaceful” protests. I mean riots.  #PortlandProtest #AntifaTerrorists https://t.co/qeO8sV9gAO,MSMisFullOfPoop,NYC,160,379,1409,2009-04-09 06:51:20.000000,Truthseeker (Retweets do not imply endorsement),False,2344,2020-07-19 21:24:20.029243,0.59375,-0.03125
1284947463183491072,@WardDPatrick @AndrewBatesNC I sure hope so. He seems to do whatever he likes. #PortlandProtest,marcy_colangelo,"Weston, Florida",28,15,828,2014-09-30 20:59:36.000000,Partnership with the KONG Company. You know that they make amazing pet toys. But they also manufacture the best pet recovery collars on the planet.,False,1123,2020-07-19 21:24:20.029243,0.8888888888888888,0.5
1284947273106051075,@davidmweissman Silencers on fed’s AR-15s  against #PortlandProtest per @mtronics and confirmed by @MikePerryavatar who is Special Forces. Please take a look and amplify. Significant escalation,carlawalworth,,415,1691,2693,2012-09-03 00:39:38.000000,#RidenwithBiden. grandma and wife.  retired lawyer.  no DMs please!,False,50063,2020-07-19 21:24:20.029243,0.8154761904761904,0.3773809523809524
1284947141639708672,WOW! Just when I think people can’t get any dumber somebody posts another video of idiots!  WTH do they think they’re doing? #PortlandMoms #PortlandProtest #Portland #FoxNews https://t.co/iZ9cyXkjjZ,redbird1031,,57,51,4850,2019-11-23 15:54:37.000000,"Patriot, plain and simple!",False,2127,2020-07-19 21:24:20.029243,0.9,-0.4375
1284947033707565057,Hearing reports that trump trooper Chad Wolf listens to Nickelback. BIG if true. @DHS_Wolf care to comment?   #QuaniceHayes #BlackLivesMatter  #PortlandProtests #PortlandProtest #AbolishThePolice #PDXprotests #pdx #DefendPdx #ACAB #Portland #ACABSpring #Portland https://t.co/ko92ht90w8,R3volutionDaddy,Occupied City of Portland,4918,892,8255,2016-10-15 20:06:27.000000,Syria 🇸🇾 PDX - habibi - sociology - journo with @DefendPdx if u enjoy my content & want to tip vm @/ R3volutionDaddy cashapp $pdxalissa but no pressure 🥰,False,7540,2020-07-19 21:24:20.030244,0.375,0.175
1284946951700729861,"@NPR @OPB Strange, biased narrative. Who has #Portland under siege? Protesters owning the streets, trashing federal court building and talking about autonomous zone takeover outside? Or feds playing defense, trying to chase them off? 🤔  #PortlandProtest https://t.co/YyS5VCTNm9",eyesonfoxorg,On the dark side of the moon.,3232,3201,82551,2010-02-25 06:45:20.000000,"Of https://t.co/bbN7YLjhRX blog 'fame' (renamed Propaganda Factory). Don't blog on Fox News much but do tweet daily. You follow me, I'll follow you (no mking).",False,8,2020-07-19 21:24:20.030244,0.3,0.11666666666666668
1284946909992550401,Did Ted Wheeler have two Moms? Asking for a friend. #PortlandProtest #PortlandRIOT,mikerok_mike,ohio,7255,7973,15944,2012-12-30 14:52:00.000000,🇺🇸Christian🇺🇸Conservative 🇺🇸#MAGA Trump2020🇺🇸USAF 30yr vet; Mil Intelligence /#NRA 2A Pro-life / Family /IFB/#Deplorable 🇨🇦🇮🇱 🇬🇧,False,9690,2020-07-19 21:24:20.030244,0.0,0.0
1284946753884651521,#PortlandProtest A woman faced advancing police troopers. She was wearing a mask and a beanie. They were wearing military gear and machine guns. She stood there and they stopped. She sat down. They left.  DIVINE FEMININE. If women... ran the world.  (Photo by @DonovanFarley) https://t.co/h3b2ourhHP,WomenOccupyHwd,"Los Angeles, CA",24739,11113,37791,2015-07-31 02:05:09.000000,WE are creating & shaping a NEW PARADIGM 4 the present & future generations of WOMEN IN FILM @ivanamassetti Founder & CEO #GenderEquality #5050ByNOW #RatifyERA,False,44285,2020-07-19 21:24:20.030244,0.12962962962962965,-0.0851851851851852
1284946544555433986,@DHS_Wolf We see your Trump-ordered fascism. Stop escalating with goon squads. #Tonk #Police #PortlandProtest,raydaras,"Philadelphia, PA",125,1681,7709,2010-08-05 13:34:47.000000,"husband, father, X corporate journalist, urban educator, union leader, Yoshinkan aikidoka",False,5580,2020-07-19 21:24:20.031265,0.0,0.0
1284946462829314049,"@mollyhf recommendations for the #PortlandProtest on what to do, checklists, phones?",L_A_Scott_,,92,300,3656,2014-04-16 09:57:53.000000,"Dad, quant and bon vivant. I've seen things, and it was awesome.   https://t.co/1qs22N6Ihh",False,3039,2020-07-19 21:24:20.031265,0.0,0.0
1284946047970742273,"""Our Portland protest reporters are almost all freelance and are not being taken care of by any major news orginization. PLEASE help keep them safe, fed, and somewhat well rested by PAYING THEM!!!!"" #PDXprotests #PortlandProtest  https://t.co/9y8JDknPHt",LittleOwl5898,,173,640,4929,2017-02-09 20:14:23.000000,"Greetings! Athena here!Trying my hand at streaming on twitch, while posting the older videos on YouTube other than that, just a girl playing and loving games.",False,3337,2020-07-19 21:24:20.031265,0.5,0.53125
1284945976206266377,Coming to any city that dares to defy the trump regime.   #PortlandProtest  #PortlandKidnappings https://t.co/I0USxjU1iC,hdebusk,,411,251,5062,2009-07-20 07:58:42.000000,,False,70696,2020-07-19 21:24:20.373136,0.0,0.0
1284945869591261186,Black Lives Matter protesters in Portland are too smart to give Trump an excuse to crack down. Organize stocatic resistance. Make them play ‘wack a mole’ in random cities. it will drive them nuts. #PortlandProtest,PersistentObsvr,"Indianapolis, IN",2301,4998,53356,2017-11-06 02:21:59.000000,“I despise Trump with the intensity of a thousand suns.” -Kirk Smith,False,42836,2020-07-19 21:24:20.373136,0.3830158730158731,-0.1315873015873016
1284945809159618567,@NBCJoshua   You did the only MSM segment just now on the issues in #PDX that has had any value in days.   @mayawiley &amp; @MalcolmNance  - THANK YOU!!  Wake up #fourthhestate we need you more than ever.    #PortlandProtest,kxtweet1,,135,283,2090,2020-03-28 20:24:00.000000,"Just another human on the planet. Simply, I believe humanity can be better. Dialog and facts drive positive outcomes.",False,5548,2020-07-19 21:24:20.373136,0.75,0.25
